disease,state,year,weeks_reporting,count,population
Hepatitis A,Hawaii,1997,25,58,1178657.0
Hepatitis A,Hawaii,1998,33,30,1189094.0
Hepatitis A,Hawaii,1999,36,20,1200007.0
Hepatitis A,Hawaii,2000,17,4,1211537.0
Hepatitis A,Hawaii,2001,20,2,1223795.0
Hepatitis A,Hawaii,2002,29,1,1236769.0
Hepatitis A,Hawaii,2003,38,10,1250411.0
Hepatitis A,Hawaii,2004,44,27,1264675.0
Hepatitis A,Hawaii,2005,46,23,1279509.0
Hepatitis A,Hawaii,2006,47,10,1294861.0
Hepatitis A,Hawaii,2007,40,4,1310676.0
Hepatitis A,Hawaii,2008,41,15,1326896.0
Hepatitis A,Hawaii,2009,48,5,1343459.0
Hepatitis A,Hawaii,2010,24,3,1360301.0
Hepatitis A,Hawaii,2011,43,7,1377367.0
Hepatitis A,Idaho,1966,43,180,680474.0
Hepatitis A,Idaho,1967,38,133,684778.0
Hepatitis A,Idaho,1968,40,129,691149.0
Hepatitis A,Idaho,1969,36,79,700191.0
Hepatitis A,Idaho,1970,43,168,712567.0
Hepatitis A,Idaho,1971,50,353,728790.0
Hepatitis A,Idaho,1972,46,348,748519.0
Hepatitis A,Idaho,1973,46,211,771163.0
Hepatitis A,Idaho,1974,44,123,796069.0
Hepatitis A,Idaho,1975,37,171,822501.0
Hepatitis A,Idaho,1976,38,129,849614.0
Hepatitis A,Idaho,1977,40,138,876447.0
Hepatitis A,Idaho,1978,46,221,901920.0
Hepatitis A,Idaho,1979,41,131,924841.0
Hepatitis A,Idaho,1980,26,83,943935.0
Hepatitis A,Idaho,1981,44,245,958227.0
Hepatitis A,Idaho,1982,29,55,968160.0
Hepatitis A,Idaho,1983,36,101,974620.0
Hepatitis A,Idaho,1984,31,85,978566.0
Hepatitis A,Idaho,1985,38,204,980999.0
Hepatitis A,Idaho,1986,31,120,982943.0
Hepatitis A,Idaho,1987,49,335,985431.0
Hepatitis A,Idaho,1988,23,58,989509.0
Hepatitis A,Idaho,1989,34,110,996243.0
Hepatitis A,Idaho,1990,41,75,1006749.0
Hepatitis A,Idaho,1991,37,75,1021923.0
Hepatitis A,Idaho,1992,34,67,1041563.0
Hepatitis A,Idaho,1993,26,137,1065187.0
Hepatitis A,Idaho,1994,28,255,1092302.0
Hepatitis A,Idaho,1995,41,296,1122377.0
Hepatitis A,Idaho,1996,43,206,1154828.0
Hepatitis A,Idaho,1997,27,78,1188999.0
Hepatitis A,Idaho,1998,34,136,1224149.0
Hepatitis A,Idaho,1999,37,40,1259444.0
Hepatitis A,Idaho,2000,39,47,1293953.0
Hepatitis A,Idaho,2001,35,37,1326846.0
Hepatitis A,Idaho,2002,31,12,1358034.0
Hepatitis A,Idaho,2003,5,2,1387648.0
Hepatitis A,Idaho,2004,47,19,1415847.0
Hepatitis A,Idaho,2005,49,21,1442820.0
Hepatitis A,Idaho,2006,48,8,1468781.0
Hepatitis A,Idaho,2007,38,8,1493967.0
Hepatitis A,Idaho,2008,49,17,1518639.0
Hepatitis A,Idaho,2009,28,4,1543076.0
Hepatitis A,Idaho,2010,50,8,1567582.0
Hepatitis A,Idaho,2011,45,6,1592422.0
Hepatitis A,Illinois,1966,52,1120,10778459.0
Hepatitis A,Illinois,1967,52,1646,10872870.0
Hepatitis A,Illinois,1968,51,1888,10960403.0
Hepatitis A,Illinois,1969,50,1677,11040840.0
Hepatitis A,Illinois,1970,51,1683,11113976.0
Hepatitis A,Illinois,1971,51,2115,11179635.0
Hepatitis A,Illinois,1972,47,2115,11237725.0
Hepatitis A,Illinois,1973,50,2109,11288189.0
Hepatitis A,Illinois,1974,47,1608,11330985.0
Hepatitis A,Illinois,1975,51,1205,11366089.0
Hepatitis A,Illinois,1976,52,1103,11393493.0
Hepatitis A,Illinois,1977,51,1120,11413206.0
Hepatitis A,Illinois,1978,49,1126,11425251.0
Hepatitis A,Illinois,1979,51,1003,11429670.0
Hepatitis A,Illinois,1980,37,769,11426518.0
Hepatitis A,Illinois,1981,48,711,11416303.0
Hepatitis A,Illinois,1982,49,323,11401293.0
Hepatitis A,Illinois,1983,45,148,11384186.0
Hepatitis A,Illinois,1984,43,189,11367670.0
Hepatitis A,Illinois,1985,33,82,11354416.0
Hepatitis A,Illinois,1986,28,146,11347084.0
Hepatitis A,Illinois,1987,36,223,11348335.0
Hepatitis A,Illinois,1988,22,368,11360847.0
Hepatitis A,Illinois,1989,31,631,11387340.0
Hepatitis A,Illinois,1990,40,1115,11430602.0
Hepatitis A,Illinois,1991,34,986,11492528.0
Hepatitis A,Illinois,1992,31,390,11571098.0
Hepatitis A,Illinois,1993,25,466,11663291.0
Hepatitis A,Illinois,1994,24,256,11766036.0
Hepatitis A,Illinois,1995,37,498,11876178.0
Hepatitis A,Illinois,1996,41,512,11990458.0
Hepatitis A,Illinois,1997,19,354,12105488.0
Hepatitis A,Illinois,1998,31,549,12217753.0
Hepatitis A,Illinois,1999,36,536,12323608.0
Hepatitis A,Illinois,2000,40,560,12419293.0
Hepatitis A,Illinois,2001,41,405,12501805.0
Hepatitis A,Illinois,2002,48,264,12571505.0
Hepatitis A,Illinois,2003,44,189,12629664.0
Hepatitis A,Illinois,2004,49,173,12677615.0
Hepatitis A,Illinois,2005,49,90,12716740.0
Hepatitis A,Illinois,2006,43,59,12748461.0
Hepatitis A,Illinois,2007,47,99,12774230.0
Hepatitis A,Illinois,2008,45,96,12795519.0
Hepatitis A,Illinois,2009,49,80,12813820.0
Hepatitis A,Illinois,2010,43,45,12830632.0
Hepatitis A,Illinois,2011,45,52,12847214.0
Hepatitis A,Indiana,1966,52,464,5010025.0
Hepatitis A,Indiana,1967,51,608,5058670.0
Hepatitis A,Indiana,1968,51,506,5105306.0
Hepatitis A,Indiana,1969,48,566,5150209.0
Hepatitis A,Indiana,1970,49,584,5193669.0
Hepatitis A,Indiana,1971,50,585,5235867.0
Hepatitis A,Indiana,1972,47,484,5276492.0
Hepatitis A,Indiana,1973,49,550,5315101.0
Hepatitis A,Indiana,1974,37,481,5351242.0
Hepatitis A,Indiana,1975,45,453,5384454.0
Hepatitis A,Indiana,1976,48,323,5414271.0
Hepatitis A,Indiana,1977,47,243,5440224.0
Hepatitis A,Indiana,1978,45,191,5461843.0
Hepatitis A,Indiana,1979,47,273,5478663.0
Hepatitis A,Indiana,1980,36,279,5490224.0
Hepatitis A,Indiana,1981,45,564,5496400.0
Hepatitis A,Indiana,1982,47,621,5498364.0
Hepatitis A,Indiana,1983,41,270,5497626.0
Hepatitis A,Indiana,1984,40,102,5495700.0
Hepatitis A,Indiana,1985,32,95,5494100.0
Hepatitis A,Indiana,1986,32,84,5494338.0
Hepatitis A,Indiana,1987,37,188,5497929.0
Hepatitis A,Indiana,1988,22,38,5506395.0
Hepatitis A,Indiana,1989,30,131,5521279.0
Hepatitis A,Indiana,1990,39,246,5544159.0
Hepatitis A,Indiana,1991,36,274,5576176.0
Hepatitis A,Indiana,1992,34,557,5616545.0
Hepatitis A,Indiana,1993,26,233,5663995.0
Hepatitis A,Indiana,1994,29,275,5717236.0
Hepatitis A,Indiana,1995,41,158,5774943.0
Hepatitis A,Indiana,1996,44,308,5835746.0
Hepatitis A,Indiana,1997,26,147,5898221.0
Hepatitis A,Indiana,1998,34,276,5960880.0
Hepatitis A,Indiana,1999,35,102,6022172.0
Hepatitis A,Indiana,2000,38,89,6080485.0
Hepatitis A,Indiana,2001,38,89,6134497.0
Hepatitis A,Indiana,2002,45,45,6184258.0
Hepatitis A,Indiana,2003,42,70,6230187.0
Hepatitis A,Indiana,2004,45,94,6272726.0
Hepatitis A,Indiana,2005,47,58,6312336.0
Hepatitis A,Indiana,2006,43,34,6349499.0
Hepatitis A,Indiana,2007,40,29,6384710.0
Hepatitis A,Indiana,2008,46,20,6418480.0
Hepatitis A,Indiana,2009,44,19,6451332.0
Hepatitis A,Indiana,2010,43,16,6483802.0
Hepatitis A,Indiana,2011,46,11,6516343.0
Hepatitis A,Iowa,1966,52,526,2794925.0
Hepatitis A,Iowa,1967,50,329,2800485.0
Hepatitis A,Iowa,1968,52,492,2806962.0
Hepatitis A,Iowa,1969,50,358,2814782.0
Hepatitis A,Iowa,1970,50,338,2824376.0
Hepatitis A,Iowa,1971,51,301,2835986.0
Hepatitis A,Iowa,1972,46,260,2849068.0
Hepatitis A,Iowa,1973,44,234,2862869.0
Hepatitis A,Iowa,1974,43,220,2876625.0
Hepatitis A,Iowa,1975,43,191,2889554.0
Hepatitis A,Iowa,1976,35,109,2900863.0
Hepatitis A,Iowa,1977,35,115,2909749.0
Hepatitis A,Iowa,1978,41,136,2915403.0
Hepatitis A,Iowa,1979,47,181,2917020.0
Hepatitis A,Iowa,1980,34,123,2913808.0
Hepatitis A,Iowa,1981,45,206,2905328.0
Hepatitis A,Iowa,1982,36,76,2892485.0
Hepatitis A,Iowa,1983,20,29,2876515.0
Hepatitis A,Iowa,1984,32,59,2858642.0
Hepatitis A,Iowa,1985,23,39,2840067.0
Hepatitis A,Iowa,1986,19,38,2821962.0
Hepatitis A,Iowa,1987,37,109,2805467.0
Hepatitis A,Iowa,1988,22,16,2791702.0
Hepatitis A,Iowa,1989,34,122,2781765.0
Hepatitis A,Iowa,1990,41,214,2776755.0
Hepatitis A,Iowa,1991,37,33,2777459.0
Hepatitis A,Iowa,1992,34,35,2783399.0
Hepatitis A,Iowa,1993,26,41,2793799.0
Hepatitis A,Iowa,1994,29,50,2807893.0
Hepatitis A,Iowa,1995,40,79,2824918.0
Hepatitis A,Iowa,1996,44,305,2844102.0
Hepatitis A,Iowa,1997,27,259,2864655.0
Hepatitis A,Iowa,1998,34,245,2885769.0
Hepatitis A,Iowa,1999,35,124,2906611.0
Hepatitis A,Iowa,2000,39,64,2926324.0
Hepatitis A,Iowa,2001,38,27,2944207.0
Hepatitis A,Iowa,2002,49,77,2960261.0
Hepatitis A,Iowa,2003,46,36,2974671.0
Hepatitis A,Iowa,2004,48,54,2987631.0
Hepatitis A,Iowa,2005,46,27,2999337.0
Hepatitis A,Iowa,2006,41,11,3009996.0
Hepatitis A,Iowa,2007,48,42,3019813.0
Hepatitis A,Iowa,2008,49,100,3029002.0
Hepatitis A,Iowa,2009,37,34,3037776.0
Hepatitis A,Iowa,2010,47,9,3046355.0
Hepatitis A,Iowa,2011,51,8,3054921.0
Hepatitis A,Kansas,1966,45,195,2231795.0
Hepatitis A,Kansas,1967,46,212,2234688.0
Hepatitis A,Kansas,1968,52,410,2237660.0
Hepatitis A,Kansas,1969,48,276,2241394.0
Hepatitis A,Kansas,1970,50,555,2246578.0
Hepatitis A,Kansas,1971,50,579,2253740.0
Hepatitis A,Kansas,1972,46,427,2262744.0
Hepatitis A,Kansas,1973,50,531,2273286.0
Hepatitis A,Kansas,1974,48,420,2285058.0
Hepatitis A,Kansas,1975,47,328,2297751.0
Hepatitis A,Kansas,1976,51,389,2311047.0
Hepatitis A,Kansas,1977,48,335,2324623.0
Hepatitis A,Kansas,1978,46,242,2338147.0
Hepatitis A,Kansas,1979,43,193,2351282.0
Hepatitis A,Kansas,1980,31,145,2363679.0
Hepatitis A,Kansas,1981,41,151,2375093.0
Hepatitis A,Kansas,1982,34,217,2385703.0
Hepatitis A,Kansas,1983,24,76,2395798.0
Hepatitis A,Kansas,1984,22,60,2405674.0
Hepatitis A,Kansas,1985,24,64,2415633.0
Hepatitis A,Kansas,1986,25,70,2425980.0
Hepatitis A,Kansas,1987,45,399,2437027.0
Hepatitis A,Kansas,1988,22,165,2449090.0
Hepatitis A,Kansas,1989,33,185,2462495.0
Hepatitis A,Kansas,1990,36,161,2477574.0
Hepatitis A,Kansas,1991,37,80,2494565.0
Hepatitis A,Kansas,1992,34,104,2513287.0
Hepatitis A,Kansas,1993,27,37,2533448.0
Hepatitis A,Kansas,1994,27,51,2554748.0
Hepatitis A,Kansas,1995,40,110,2576878.0
Hepatitis A,Kansas,1996,43,319,2599520.0
Hepatitis A,Kansas,1997,22,90,2622343.0
Hepatitis A,Kansas,1998,30,82,2645005.0
Hepatitis A,Kansas,1999,36,33,2667152.0
Hepatitis A,Kansas,2000,33,79,2688418.0
Hepatitis A,Kansas,2001,40,149,2708510.0
Hepatitis A,Kansas,2002,43,68,2727461.0
Hepatitis A,Kansas,2003,41,28,2745387.0
Hepatitis A,Kansas,2004,46,47,2762414.0
Hepatitis A,Kansas,2005,43,19,2778669.0
Hepatitis A,Kansas,2006,46,22,2794284.0
Hepatitis A,Kansas,2007,34,10,2809395.0
Hepatitis A,Kansas,2008,48,14,2824142.0
Hepatitis A,Kansas,2009,44,7,2838668.0
Hepatitis A,Kansas,2010,44,12,2853118.0
Hepatitis A,Kansas,2011,42,2,2867617.0
Hepatitis A,Kentucky,1966,52,948,3111003.0
Hepatitis A,Kentucky,1967,52,1144,3131216.0
Hepatitis A,Kentucky,1968,52,1153,3155434.0
Hepatitis A,Kentucky,1969,50,1222,3184352.0
Hepatitis A,Kentucky,1970,51,1241,3218706.0
Hepatitis A,Kentucky,1971,50,1132,3258930.0
Hepatitis A,Kentucky,1972,45,950,3304064.0
Hepatitis A,Kentucky,1973,51,1040,3352745.0
Hepatitis A,Kentucky,1974,47,840,3403533.0
Hepatitis A,Kentucky,1975,47,911,3454903.0
Hepatitis A,Kentucky,1976,43,587,3505235.0
Hepatitis A,Kentucky,1977,32,444,3552815.0
Hepatitis A,Kentucky,1978,31,238,3595846.0
Hepatitis A,Kentucky,1979,37,269,3632467.0
Hepatitis A,Kentucky,1980,34,338,3660777.0
Hepatitis A,Kentucky,1981,41,318,3679465.0
Hepatitis A,Kentucky,1982,47,324,3689649.0
Hepatitis A,Kentucky,1983,49,929,3693119.0
Hepatitis A,Kentucky,1984,46,314,3691719.0
Hepatitis A,Kentucky,1985,38,160,3687312.0
Hepatitis A,Kentucky,1986,29,65,3681766.0
Hepatitis A,Kentucky,1987,37,168,3676940.0
Hepatitis A,Kentucky,1988,23,184,3674684.0
Hepatitis A,Kentucky,1989,34,85,3676847.0
Hepatitis A,Kentucky,1990,42,72,3685296.0
Hepatitis A,Kentucky,1991,38,53,3701439.0
Hepatitis A,Kentucky,1992,33,68,3724732.0
Hepatitis A,Kentucky,1993,28,76,3754153.0
Hepatitis A,Kentucky,1994,29,123,3788676.0
Hepatitis A,Kentucky,1995,40,39,3827257.0
Hepatitis A,Kentucky,1996,44,40,3868819.0
Hepatitis A,Kentucky,1997,24,49,3912246.0
Hepatitis A,Kentucky,1998,25,15,3956369.0
Hepatitis A,Kentucky,1999,34,39,3999968.0
Hepatitis A,Kentucky,2000,40,45,4041769.0
Hepatitis A,Kentucky,2001,40,107,4080716.0
Hepatitis A,Kentucky,2002,45,37,4116805.0
Hepatitis A,Kentucky,2003,43,27,4150317.0
Hepatitis A,Kentucky,2004,43,28,4181549.0
Hepatitis A,Kentucky,2005,45,28,4210813.0
Hepatitis A,Kentucky,2006,43,22,4238432.0
Hepatitis A,Kentucky,2007,51,18,4264745.0
Hepatitis A,Kentucky,2008,51,24,4290099.0
Hepatitis A,Kentucky,2009,42,10,4314851.0
Hepatitis A,Kentucky,2010,48,21,4339367.0
Hepatitis A,Kentucky,2011,49,10,4363959.0
Hepatitis A,Louisiana,1966,52,423,3483288.0
Hepatitis A,Louisiana,1967,50,588,3517562.0
Hepatitis A,Louisiana,1968,51,677,3554352.0
Hepatitis A,Louisiana,1969,49,737,3595096.0
Hepatitis A,Louisiana,1970,50,564,3641306.0
Hepatitis A,Louisiana,1971,49,654,3694057.0
Hepatitis A,Louisiana,1972,46,589,3752362.0
Hepatitis A,Louisiana,1973,47,755,3814642.0
Hepatitis A,Louisiana,1974,46,425,3879216.0
Hepatitis A,Louisiana,1975,48,425,3944284.0
Hepatitis A,Louisiana,1976,50,388,4007924.0
Hepatitis A,Louisiana,1977,45,505,4068096.0
Hepatitis A,Louisiana,1978,42,541,4122648.0
Hepatitis A,Louisiana,1979,45,591,4169345.0
Hepatitis A,Louisiana,1980,35,488,4205900.0
Hepatitis A,Louisiana,1981,47,701,4230701.0
Hepatitis A,Louisiana,1982,49,721,4244915.0
Hepatitis A,Louisiana,1983,49,604,4250495.0
Hepatitis A,Louisiana,1984,40,293,4249466.0
Hepatitis A,Louisiana,1985,31,109,4243892.0
Hepatitis A,Louisiana,1986,30,87,4235843.0
Hepatitis A,Louisiana,1987,36,109,4227383.0
Hepatitis A,Louisiana,1988,21,78,4220560.0
Hepatitis A,Louisiana,1989,31,166,4217411.0
Hepatitis A,Louisiana,1990,41,179,4219973.0
Hepatitis A,Louisiana,1991,38,109,4229758.0
Hepatitis A,Louisiana,1992,31,101,4246119.0
Hepatitis A,Louisiana,1993,27,42,4267874.0
Hepatitis A,Louisiana,1994,26,86,4293841.0
Hepatitis A,Louisiana,1995,37,104,4322823.0
Hepatitis A,Louisiana,1996,41,188,4353598.0
Hepatitis A,Louisiana,1997,23,118,4384910.0
Hepatitis A,Louisiana,1998,33,118,4415467.0
Hepatitis A,Louisiana,1999,36,198,4443942.0
Hepatitis A,Louisiana,2000,35,65,4468976.0
Hepatitis A,Louisiana,2001,39,52,4489491.0
Hepatitis A,Louisiana,2002,41,67,4505617.0
Hepatitis A,Louisiana,2003,45,53,4517805.0
Hepatitis A,Louisiana,2004,41,54,4526523.0
Hepatitis A,Louisiana,2005,47,66,4532253.0
Hepatitis A,Louisiana,2006,45,27,4535482.0
Hepatitis A,Louisiana,2007,48,27,4536709.0
Hepatitis A,Louisiana,2008,39,10,4536432.0
Hepatitis A,Louisiana,2009,43,2,4535152.0
Hepatitis A,Louisiana,2010,41,11,4533372.0
Hepatitis A,Louisiana,2011,42,4,4531509.0
Hepatitis A,Maine,1966,50,274,975855.0
Hepatitis A,Maine,1967,50,162,977954.0
Hepatitis A,Maine,1968,37,85,981143.0
Hepatitis A,Maine,1969,43,235,985733.0
Hepatitis A,Maine,1970,51,642,992048.0
Hepatitis A,Maine,1971,49,494,1000325.0
Hepatitis A,Maine,1972,39,233,1010417.0
Hepatitis A,Maine,1973,34,69,1022074.0
Hepatitis A,Maine,1974,37,125,1035044.0
Hepatitis A,Maine,1975,19,34,1049062.0
Hepatitis A,Maine,1976,38,107,1063853.0
Hepatitis A,Maine,1977,14,25,1079126.0
Hepatitis A,Maine,1978,29,88,1094572.0
Hepatitis A,Maine,1979,35,122,1109865.0
Hepatitis A,Maine,1980,14,22,1124660.0
Hepatitis A,Maine,1981,26,34,1138659.0
Hepatitis A,Maine,1982,23,41,1151804.0
Hepatitis A,Maine,1983,17,27,1164105.0
Hepatitis A,Maine,1984,13,18,1175571.0
Hepatitis A,Maine,1985,14,17,1186219.0
Hepatitis A,Maine,1986,10,14,1196067.0
Hepatitis A,Maine,1987,16,25,1205137.0
Hepatitis A,Maine,1988,22,9,1213451.0
Hepatitis A,Maine,1989,32,16,1221039.0
Hepatitis A,Maine,1990,34,6,1227928.0
Hepatitis A,Maine,1991,35,16,1234159.0
Hepatitis A,Maine,1992,33,29,1239809.0
Hepatitis A,Maine,1993,27,8,1244963.0
Hepatitis A,Maine,1994,22,15,1249713.0
Hepatitis A,Maine,1995,39,18,1254149.0
Hepatitis A,Maine,1996,44,22,1258363.0
Hepatitis A,Maine,1997,26,29,1262452.0
Hepatitis A,Maine,1998,34,11,1266510.0
Hepatitis A,Maine,1999,38,9,1270634.0
Hepatitis A,Maine,2000,41,18,1274923.0
Hepatitis A,Maine,2001,37,8,1279456.0
Hepatitis A,Maine,2002,48,7,1284231.0
Hepatitis A,Maine,2003,40,22,1289225.0
Hepatitis A,Maine,2004,44,7,1294416.0
Hepatitis A,Maine,2005,26,5,1299780.0
Hepatitis A,Maine,2006,44,5,1305293.0
Hepatitis A,Maine,2007,27,4,1310933.0
Hepatitis A,Maine,2008,49,10,1316674.0
Hepatitis A,Maine,2009,40,0,1322492.0
Hepatitis A,Maine,2010,46,7,1328361.0
Hepatitis A,Maine,2011,43,7,1334261.0
Hepatitis A,Maryland,1966,52,812,3635161.0
Hepatitis A,Maryland,1967,52,854,3717154.0
Hepatitis A,Maryland,1968,52,741,3793418.0
Hepatitis A,Maryland,1969,49,704,3862374.0
Hepatitis A,Maryland,1970,51,907,3922399.0
Hepatitis A,Maryland,1971,51,1082,3972358.0
Hepatitis A,Maryland,1972,44,884,4013186.0
Hepatitis A,Maryland,1973,49,669,4046451.0
Hepatitis A,Maryland,1974,48,338,4073834.0
Hepatitis A,Maryland,1975,51,393,4097099.0
Hepatitis A,Maryland,1976,52,433,4118069.0
Hepatitis A,Maryland,1977,49,364,4138611.0
Hepatitis A,Maryland,1978,45,371,4160635.0
Hepatitis A,Maryland,1979,47,363,4186089.0
Hepatitis A,Maryland,1980,36,212,4216975.0
Hepatitis A,Maryland,1981,44,179,4254868.0
Hepatitis A,Maryland,1982,46,171,4299395.0
Hepatitis A,Maryland,1983,44,124,4349677.0
Hepatitis A,Maryland,1984,34,53,4404814.0
Hepatitis A,Maryland,1985,31,65,4463868.0
Hepatitis A,Maryland,1986,31,120,4525856.0
Hepatitis A,Maryland,1987,50,240,4589739.0
Hepatitis A,Maryland,1988,22,112,4654421.0
Hepatitis A,Maryland,1989,34,731,4718739.0
Hepatitis A,Maryland,1990,42,757,4781468.0
Hepatitis A,Maryland,1991,38,201,4841580.0
Hepatitis A,Maryland,1992,34,166,4899046.0
Hepatitis A,Maryland,1993,24,71,4954109.0
Hepatitis A,Maryland,1994,29,139,5007032.0
Hepatitis A,Maryland,1995,41,164,5058096.0
Hepatitis A,Maryland,1996,45,225,5107599.0
Hepatitis A,Maryland,1997,26,109,5155854.0
Hepatitis A,Maryland,1998,35,258,5203189.0
Hepatitis A,Maryland,1999,38,238,5249948.0
Hepatitis A,Maryland,2000,41,187,5296486.0
Hepatitis A,Maryland,2001,40,255,5343114.0
Hepatitis A,Maryland,2002,48,305,5389912.0
Hepatitis A,Maryland,2003,47,165,5436907.0
Hepatitis A,Maryland,2004,45,99,5484121.0
Hepatitis A,Maryland,2005,46,83,5531582.0
Hepatitis A,Maryland,2006,51,50,5579316.0
Hepatitis A,Maryland,2007,47,58,5627351.0
Hepatitis A,Maryland,2008,49,57,5675715.0
Hepatitis A,Maryland,2009,52,41,5724439.0
Hepatitis A,Maryland,2010,47,25,5773552.0
Hepatitis A,Maryland,2011,50,28,5823082.0
Hepatitis A,Massachusetts,1966,52,554,5509739.0
Hepatitis A,Massachusetts,1967,51,752,5564299.0
Hepatitis A,Massachusetts,1968,52,1023,5613418.0
Hepatitis A,Massachusetts,1969,50,2168,5655560.0
Hepatitis A,Massachusetts,1970,50,2204,5689170.0
Hepatitis A,Massachusetts,1971,51,1589,5713201.0
Hepatitis A,Massachusetts,1972,47,1603,5728661.0
Hepatitis A,Massachusetts,1973,51,1353,5737120.0
Hepatitis A,Massachusetts,1974,49,349,5740187.0
Hepatitis A,Massachusetts,1975,51,240,5739494.0
Hepatitis A,Massachusetts,1976,51,198,5736681.0
Hepatitis A,Massachusetts,1977,48,170,5733391.0
Hepatitis A,Massachusetts,1978,50,177,5731261.0
Hepatitis A,Massachusetts,1979,49,176,5731930.0
Hepatitis A,Massachusetts,1980,37,113,5737037.0
Hepatitis A,Massachusetts,1981,43,168,5747853.0
Hepatitis A,Massachusetts,1982,49,164,5764133.0
Hepatitis A,Massachusetts,1983,44,157,5785257.0
Hepatitis A,Massachusetts,1984,45,179,5810610.0
Hepatitis A,Massachusetts,1985,43,182,5839576.0
Hepatitis A,Massachusetts,1986,40,191,5871532.0
Hepatitis A,Massachusetts,1987,51,325,5905847.0
Hepatitis A,Massachusetts,1988,22,159,5941875.0
Hepatitis A,Massachusetts,1989,34,170,5978960.0
Hepatitis A,Massachusetts,1990,42,311,6016425.0
Hepatitis A,Massachusetts,1991,36,232,6053672.0
Hepatitis A,Massachusetts,1992,36,202,6090458.0
Hepatitis A,Massachusetts,1993,25,171,6126630.0
Hepatitis A,Massachusetts,1994,27,81,6162030.0
Hepatitis A,Massachusetts,1995,39,123,6196500.0
Hepatitis A,Massachusetts,1996,42,171,6229876.0
Hepatitis A,Massachusetts,1997,26,117,6261992.0
Hepatitis A,Massachusetts,1998,34,87,6292681.0
Hepatitis A,Massachusetts,1999,35,93,6321773.0
Hepatitis A,Massachusetts,2000,40,83,6349097.0
Hepatitis A,Massachusetts,2001,41,259,6374540.0
Hepatitis A,Massachusetts,2002,47,138,6398225.0
Hepatitis A,Massachusetts,2003,47,190,6420339.0
Hepatitis A,Massachusetts,2004,47,871,6441074.0
Hepatitis A,Massachusetts,2005,47,524,6460624.0
Hepatitis A,Massachusetts,2006,48,33,6479187.0
Hepatitis A,Massachusetts,2007,30,42,6496964.0
Hepatitis A,Massachusetts,2008,38,19,6514159.0
Hepatitis A,Massachusetts,2009,43,51,6530978.0
Hepatitis A,Massachusetts,2010,24,11,6547629.0
Hepatitis A,Massachusetts,2011,43,30,6564287.0
Hepatitis A,Michigan,1966,52,2572,8527158.0
Hepatitis A,Michigan,1967,52,1890,8623874.0
Hepatitis A,Michigan,1968,52,2185,8714199.0
Hepatitis A,Michigan,1969,50,2916,8797980.0
Hepatitis A,Michigan,1970,51,3809,8875083.0
Hepatitis A,Michigan,1971,51,3913,8945392.0
Hepatitis A,Michigan,1972,47,3319,9008807.0
Hepatitis A,Michigan,1973,51,3333,9065249.0
Hepatitis A,Michigan,1974,49,2657,9114655.0
Hepatitis A,Michigan,1975,51,2018,9156979.0
Hepatitis A,Michigan,1976,52,1657,9192197.0
Hepatitis A,Michigan,1977,51,1538,9220298.0
Hepatitis A,Michigan,1978,50,1162,9241292.0
Hepatitis A,Michigan,1979,51,1094,9255204.0
Hepatitis A,Michigan,1980,38,612,9262078.0
Hepatitis A,Michigan,1981,48,744,9262309.0
Hepatitis A,Michigan,1982,50,702,9257650.0
Hepatitis A,Michigan,1983,49,591,9250197.0
Hepatitis A,Michigan,1984,49,397,9242044.0
Hepatitis A,Michigan,1985,44,319,9235276.0
Hepatitis A,Michigan,1986,40,185,9231974.0
Hepatitis A,Michigan,1987,51,574,9234220.0
Hepatitis A,Michigan,1988,23,170,9244105.0
Hepatitis A,Michigan,1989,34,211,9263744.0
Hepatitis A,Michigan,1990,42,307,9295297.0
Hepatitis A,Michigan,1991,37,219,9340182.0
Hepatitis A,Michigan,1992,36,110,9396621.0
Hepatitis A,Michigan,1993,26,93,9462013.0
Hepatitis A,Michigan,1994,29,217,9533712.0
Hepatitis A,Michigan,1995,41,270,9609003.0
Hepatitis A,Michigan,1996,45,432,9685090.0
Hepatitis A,Michigan,1997,27,555,9759086.0
Hepatitis A,Michigan,1998,35,1481,9828019.0
Hepatitis A,Michigan,1999,37,738,9888840.0
Hepatitis A,Michigan,2000,42,387,9938444.0
Hepatitis A,Michigan,2001,42,263,9974437.0
Hepatitis A,Michigan,2002,49,219,9997392.0
Hepatitis A,Michigan,2003,47,187,10008684.0
Hepatitis A,Michigan,2004,45,147,10009737.0
Hepatitis A,Michigan,2005,49,162,10002009.0
Hepatitis A,Michigan,2006,50,65,9986981.0
Hepatitis A,Michigan,2007,48,60,9966145.0
